pokemon,pokemonb,avg_moves,pokemon_wins,pokemonb_wins,ties
arbok,lapras,7.997,0,1000,0
lapras,parasect,8.657,998,2,0
hitmonlee,lapras,5.801,737,263,0
cloyster,lapras,11.005,0,1000,0
lapras,squirtle,8.374,1000,0,0
lapras,magmar,6.349,1000,0,0
lapras,wartortle,13.851,1000,0,0
geodude,lapras,2.232,0,1000,0
lapras,seaking,17.378,999,1,0
lapras,nidoran-m,3.818,1000,0,0
lapras,rattata,2.396,1000,0,0
lapras,moltres,7.231,873,127,0
hitmonchan,lapras,8.705,1,999,0
clefairy,lapras,7.505,0,1000,0
lapras,pidgeotto,4.879,1000,0,0
jynx,lapras,9.506,0,1000,0
lapras,mankey,3.626,1000,0,0
lapras,starmie,14.873,1000,0,0
drowzee,lapras,7.941,0,1000,0
gloom,lapras,7.354,213,787,0
lapras,magneton,6.65,1000,0,0
lapras,venonat,6.041,1000,0,0
dratini,lapras,4.319,0,1000,0
lapras,scyther,7.757,1000,0,0
golduck,lapras,18.131,0,1000,0
lapras,vaporeon,30.878,974,26,0
caterpie,lapras,2.445,0,1000,0
beedrill,lapras,7.751,0,1000,0
lapras,marowak,5.11,999,1,0
lapras,rhyhorn,2.411,1000,0,0
gengar,lapras,10.047,2,998,0
lapras,seadra,9.084,1000,0,0
flareon,lapras,7.385,0,1000,0
lapras,staryu,5.333,1000,0,0
lapras,sandshrew,2.599,1000,0,0
lapras,omanyte,5.46,1000,0,0
horsea,lapras,3.498,0,1000,0
butterfree,lapras,6.171,0,1000,0
diglett,lapras,1.496,0,1000,0
lapras,tentacruel,22.494,1000,0,0
ekans,lapras,3.759,0,1000,0
exeggutor,lapras,12.182,7,993,0
lapras,rapidash,6.284,1000,0,0
lapras,muk,15.974,1000,0,0
jigglypuff,lapras,5.371,0,1000,0
lapras,tangela,5.884,1000,0,0
bellsprout,lapras,3.926,0,1000,0
lapras,onix,2.157,1000,0,0
charmeleon,haunter,9.625,483,517,0
blastoise,haunter,9.405,971,29,0
haunter,mew,5.465,0,1000,0
haunter,slowbro,4.346,0,1000,0
haunter,tauros,23.531,1000,0,0
graveler,haunter,6.101,597,403,0
haunter,seel,13.755,855,145,0
dragonite,haunter,27.395,0,1000,0
haunter,kabuto,5.486,931,69,0
haunter,raichu,7.19,34,966,0
haunter,mewtwo,2.479,0,1000,0
haunter,poliwag,6.223,927,73,0
haunter,snorlax,70.152,996,0,4
dugtrio,haunter,3.079,870,130,0
haunter,nidoking,11.86,1000,0,0
dodrio,haunter,9.198,667,333,0
gastly,haunter,2.782,323,677,0
haunter,kingler,5.629,277,723,0
haunter,vulpix,7.46,826,174,0
haunter,victreebel,9.322,715,285,0
haunter,slowpoke,8.912,9,991,0
alakazam,haunter,1.773,1000,0,0
haunter,nidoran-f,5.458,997,3,0
fearow,haunter,6.998,914,86,0
haunter,spearow,4.871,772,228,0
haunter,ponyta,10.389,905,95,0
haunter,tentacool,6.712,919,81,0
haunter,paras,5.15,530,470,0
doduo,haunter,4.523,145,855,0
haunter,primeape,9.406,991,9,0
arbok,haunter,9.1,132,868,0
haunter,parasect,4.996,74,926,0
haunter,hitmonlee,9.478,1000,0,0
cloyster,haunter,6.731,549,451,0
haunter,squirtle,8.848,699,301,0
haunter,magmar,5.553,15,985,0
haunter,wartortle,10.27,363,637,0
geodude,haunter,3.785,358,642,0
haunter,seaking,10.285,145,855,0
haunter,nidoran-m,5.369,1000,0,0
haunter,rattata,6.019,1000,0,0
haunter,moltres,3.926,0,1000,0
haunter,hitmonchan,7.351,543,457,0
clefairy,haunter,14.211,0,1000,0
haunter,pidgeotto,10.164,369,631,0
haunter,jynx,15.043,49,951,0
haunter,mankey,5.078,999,1,0
haunter,starmie,13.29,11,989,0
drowzee,haunter,9.748,998,2,0
gloom,haunter,7.526,414,586,0
haunter,magneton,11.698,794,206,0
haunter,venonat,4.894,432,568,0
dratini,haunter,7.198,0,1000,0
haunter,scyther,17.042,1000,0,0
golduck,haunter,7.274,950,50,0
haunter,vaporeon,9.148,7,993,0
caterpie,haunter,5.321,0,1000,0
beedrill,haunter,4.193,814,186,0
haunter,marowak,5.074,50,950,0
haunter,rhyhorn,10.715,1000,0,0
gengar,haunter,3.725,776,224,0
haunter,seadra,4.51,136,864,0
flareon,haunter,9.542,854,146,0
haunter,staryu,5.447,774,226,0
haunter,sandshrew,6.742,1000,0,0
haunter,omanyte,6.555,618,382,0
haunter,horsea,3.725,629,371,0
butterfree,haunter,4.134,998,2,0
diglett,haunter,2.281,182,818,0
haunter,tentacruel,11.256,497,503,0
ekans,haunter,5.371,3,997,0
exeggutor,haunter,59.551,0,962,38
haunter,rapidash,13.26,549,451,0
haunter,muk,18.195,999,1,0
haunter,jigglypuff,15.85,1000,0,0
haunter,tangela,10.839,1000,0,0
bellsprout,haunter,5.358,26,974,0
haunter,onix,7.255,989,11,0
blastoise,charmeleon,5.987,1000,0,0
charmeleon,mew,6.913,0,1000,0
charmeleon,slowbro,6.592,0,1000,0
charmeleon,tauros,6.681,11,989,0
charmeleon,graveler,3.958,1,999,0
charmeleon,seel,14.786,266,734,0
charmeleon,dragonite,8.731,0,1000,0
charmeleon,kabuto,8.534,30,970,0
charmeleon,raichu,9.686,228,772,0
charmeleon,mewtwo,4.655,0,1000,0
charmeleon,poliwag,7.144,581,419,0
charmeleon,snorlax,4.388,0,1000,0
charmeleon,dugtrio,3.581,165,835,0
charmeleon,nidoking,8.639,28,972,0
charmeleon,dodrio,7.007,109,891,0
charmeleon,gastly,6.669,846,154,0
charmeleon,kingler,5.189,2,998,0
charmeleon,vulpix,9.822,1000,0,0
charmeleon,victreebel,9.581,616,384,0
charmeleon,slowpoke,12.783,32,968,0
alakazam,charmeleon,4.567,995,5,0
charmeleon,nidoran-f,8.307,999,1,0
charmeleon,fearow,6.827,69,931,0
charmeleon,spearow,4.658,975,25,0
charmeleon,ponyta,11.705,457,543,0
charmeleon,tentacool,9.124,604,396,0
charmeleon,paras,3.417,993,7,0
charmeleon,doduo,4.839,901,99,0
charmeleon,primeape,6.976,53,947,0
arbok,charmeleon,12.79,321,679,0
charmeleon,parasect,5.489,828,172,0
charmeleon,hitmonlee,4.076,2,998,0
charmeleon,cloyster,6.233,237,763,0
charmeleon,squirtle,9.06,237,763,0
charmeleon,magmar,13.003,98,902,0
charmeleon,wartortle,7.507,4,996,0
charmeleon,geodude,4.379,80,920,0
charmeleon,seaking,6.947,1,999,0
charmeleon,nidoran-m,6.554,996,4,0
charmeleon,rattata,4.092,1000,0,0
charmeleon,moltres,5.0,0,1000,0
charmeleon,hitmonchan,9.201,141,859,0
charmeleon,clefairy,12.713,949,51,0
charmeleon,pidgeotto,9.988,725,275,0
charmeleon,jynx,7.623,632,368,0
charmeleon,mankey,5.647,839,161,0
charmeleon,starmie,7.727,2,998,0
charmeleon,drowzee,12.065,790,210,0
charmeleon,gloom,8.322,767,233,0
charmeleon,magneton,10.802,648,352,0
charmeleon,venonat,6.999,992,8,0
charmeleon,dratini,9.736,886,114,0
charmeleon,scyther,6.569,204,796,0
charmeleon,golduck,6.047,0,1000,0
charmeleon,vaporeon,6.523,0,1000,0
caterpie,charmeleon,3.387,0,1000,0
beedrill,charmeleon,8.195,96,904,0
charmeleon,marowak,4.961,9,991,0
charmeleon,rhyhorn,9.678,27,973,0
charmeleon,gengar,10.08,125,875,0
charmeleon,seadra,3.884,0,1000,0
charmeleon,flareon,12.523,47,953,0
charmeleon,staryu,5.804,368,632,0
charmeleon,sandshrew,7.341,928,72,0
charmeleon,omanyte,6.161,3,997,0
charmeleon,horsea,4.151,331,669,0
butterfree,charmeleon,8.111,187,813,0
charmeleon,diglett,1.802,984,16,0
charmeleon,tentacruel,10.286,29,971,0
charmeleon,ekans,5.996,1000,0,0
charmeleon,exeggutor,9.245,263,737,0
charmeleon,rapidash,11.2,31,969,0
charmeleon,muk,11.152,0,1000,0
charmeleon,jigglypuff,8.374,661,339,0
charmeleon,tangela,7.313,995,5,0
bellsprout,charmeleon,4.293,2,998,0
charmeleon,onix,13.61,572,428,0
blastoise,mew,14.119,101,899,0
blastoise,slowbro,18.297,81,919,0
blastoise,tauros,11.826,568,432,0
blastoise,graveler,3.612,922,78,0
blastoise,seel,13.115,1000,0,0
blastoise,dragonite,17.232,105,895,0
blastoise,kabuto,5.261,1000,0,0
blastoise,raichu,8.16,567,433,0
blastoise,mewtwo,9.257,6,994,0
blastoise,poliwag,5.729,1000,0,0
blastoise,snorlax,9.125,0,1000,0
blastoise,dugtrio,4.068,997,3,0
blastoise,nidoking,9.363,982,18,0
blastoise,dodrio,9.099,913,87,0
blastoise,gastly,4.931,997,3,0
blastoise,kingler,12.34,695,305,0
blastoise,vulpix,3.657,1000,0,0
blastoise,victreebel,10.976,216,784,0
blastoise,slowpoke,14.94,1000,0,0
alakazam,blastoise,7.519,346,654,0
blastoise,nidoran-f,6.21,1000,0,0
blastoise,fearow,9.31,916,84,0
blastoise,spearow,3.42,1000,0,0
blastoise,ponyta,5.032,1000,0,0
blastoise,tentacool,7.468,1000,0,0
blastoise,paras,6.83,1000,0,0
blastoise,doduo,3.853,1000,0,0
blastoise,primeape,9.587,838,162,0
arbok,blastoise,10.083,0,1000,0
blastoise,parasect,13.632,639,361,0
blastoise,hitmonlee,7.033,472,528,0
blastoise,cloyster,13.419,977,23,0
blastoise,squirtle,9.268,1000,0,0
blastoise,magmar,7.43,1000,0,0
blastoise,wartortle,14.682,994,6,0
blastoise,geodude,3.67,942,58,0
blastoise,seaking,17.456,854,146,0
blastoise,nidoran-m,4.872,1000,0,0
blastoise,rattata,3.035,1000,0,0
blastoise,moltres,8.429,410,590,0
blastoise,hitmonchan,10.164,913,87,0
blastoise,clefairy,9.191,1000,0,0
blastoise,pidgeotto,7.786,1000,0,0
blastoise,jynx,8.453,1000,0,0
blastoise,mankey,4.288,1000,0,0
blastoise,starmie,16.375,1000,0,0
blastoise,drowzee,8.973,1000,0,0
blastoise,gloom,7.966,111,889,0
blastoise,magneton,9.259,966,34,0
blastoise,venonat,7.657,1000,0,0
blastoise,dratini,6.78,1000,0,0
blastoise,scyther,11.672,756,244,0
blastoise,golduck,18.67,778,222,0
blastoise,vaporeon,24.95,489,511,0
blastoise,caterpie,3.462,1000,0,0
beedrill,blastoise,8.531,57,943,0
blastoise,marowak,7.985,949,51,0
blastoise,rhyhorn,4.291,987,13,0
blastoise,gengar,14.19,738,262,0
blastoise,seadra,11.728,1000,0,0
blastoise,flareon,8.405,1000,0,0
blastoise,staryu,5.956,1000,0,0
blastoise,sandshrew,4.529,1000,0,0
blastoise,omanyte,7.19,1000,0,0
blastoise,horsea,4.567,1000,0,0
blastoise,butterfree,8.828,1000,0,0
blastoise,diglett,1.497,1000,0,0
blastoise,tentacruel,20.763,955,45,0
blastoise,ekans,4.488,1000,0,0
blastoise,exeggutor,19.506,320,680,0
blastoise,rapidash,7.55,1000,0,0
blastoise,muk,18.658,715,285,0
blastoise,jigglypuff,6.496,1000,0,0
blastoise,tangela,13.735,997,3,0
bellsprout,blastoise,5.914,13,987,0
blastoise,onix,3.88,1000,0,0
mew,slowbro,22.177,982,18,0
mew,tauros,11.028,945,55,0
graveler,mew,8.242,270,730,0
mew,seel,7.747,1000,0,0
dragonite,mew,15.186,158,842,0
kabuto,mew,5.179,0,1000,0
mew,raichu,7.575,1000,0,0
mew,mewtwo,17.888,63,937,0
mew,poliwag,3.667,1000,0,0
mew,snorlax,11.314,0,1000,0
dugtrio,mew,4.315,0,1000,0
mew,nidoking,7.948,997,3,0
dodrio,mew,7.662,3,997,0
gastly,mew,5.511,0,1000,0
kingler,mew,7.445,124,876,0
mew,vulpix,3.954,1000,0,0
mew,victreebel,7.6,998,2,0
mew,slowpoke,12.339,1000,0,0
alakazam,mew,8.197,0,1000,0
mew,nidoran-f,4.394,1000,0,0
fearow,mew,8.016,0,1000,0
mew,spearow,2.861,1000,0,0
mew,ponyta,5.91,1000,0,0
mew,tentacool,3.538,1000,0,0
mew,paras,4.232,1000,0,0
doduo,mew,3.366,0,1000,0
mew,primeape,6.07,1000,0,0
arbok,mew,6.232,0,1000,0
mew,parasect,8.733,875,125,0
hitmonlee,mew,5.571,0,1000,0
cloyster,mew,7.56,11,989,0
mew,squirtle,5.726,1000,0,0
magmar,mew,8.526,3,997,0
mew,wartortle,8.742,1000,0,0
geodude,mew,5.234,61,939,0
mew,seaking,10.817,999,1,0
mew,nidoran-m,3.379,1000,0,0
mew,rattata,2.807,1000,0,0
mew,moltres,10.363,269,731,0
hitmonchan,mew,6.307,0,1000,0
clefairy,mew,7.503,0,1000,0
mew,pidgeotto,6.57,1000,0,0
jynx,mew,8.023,7,993,0
mankey,mew,3.068,0,1000,0
mew,starmie,12.815,1000,0,0
drowzee,mew,8.587,0,1000,0
gloom,mew,6.183,10,990,0
magneton,mew,7.623,0,1000,0
mew,venonat,4.708,1000,0,0
dratini,mew,4.2,0,1000,0
mew,scyther,10.205,992,8,0
golduck,mew,11.613,17,983,0
mew,vaporeon,16.489,787,213,0
caterpie,mew,3.385,0,1000,0
beedrill,mew,5.263,59,941,0
marowak,mew,10.269,17,983,0
mew,rhyhorn,9.257,998,2,0
gengar,mew,10.501,0,1000,0
mew,seadra,6.856,985,15,0
flareon,mew,9.344,0,1000,0
mew,staryu,3.8,1000,0,0
mew,sandshrew,4.982,1000,0,0
mew,omanyte,6.816,995,5,0
horsea,mew,3.849,0,1000,0
butterfree,mew,7.254,0,1000,0
diglett,mew,1.477,0,1000,0
mew,tentacruel,9.294,999,1,0
ekans,mew,3.281,0,1000,0
exeggutor,mew,18.741,9,991,0
mew,rapidash,9.264,1000,0,0
mew,muk,11.722,1000,0,0
jigglypuff,mew,5.394,0,1000,0
mew,tangela,7.808,1000,0,0
bellsprout,mew,3.446,0,1000,0
mew,onix,5.877,1000,0,0
slowbro,tauros,11.351,970,30,0
graveler,slowbro,4.154,12,988,0
seel,slowbro,10.272,0,1000,0
dragonite,slowbro,17.217,521,479,0
kabuto,slowbro,3.799,0,1000,0
raichu,slowbro,8.458,363,637,0
mewtwo,slowbro,14.218,1000,0,0
poliwag,slowbro,4.348,0,1000,0
slowbro,snorlax,10.561,0,1000,0
dugtrio,slowbro,4.223,0,1000,0
nidoking,slowbro,6.917,0,1000,0
dodrio,slowbro,7.565,1,999,0
gastly,slowbro,2.916,0,1000,0
kingler,slowbro,7.514,1,999,0
slowbro,vulpix,4.086,1000,0,0
slowbro,victreebel,7.665,840,160,0
slowbro,slowpoke,15.155,1000,0,0
alakazam,slowbro,12.304,64,936,0
nidoran-f,slowbro,3.687,0,1000,0
fearow,slowbro,8.922,0,1000,0
slowbro,spearow,2.968,1000,0,0
ponyta,slowbro,5.788,0,1000,0
slowbro,tentacool,4.972,1000,0,0
paras,slowbro,5.122,0,1000,0
doduo,slowbro,3.165,0,1000,0
primeape,slowbro,6.251,0,1000,0
arbok,slowbro,6.346,0,1000,0
parasect,slowbro,10.508,249,751,0
hitmonlee,slowbro,6.622,0,1000,0
cloyster,slowbro,6.869,0,1000,0
slowbro,squirtle,7.159,1000,0,0
magmar,slowbro,8.851,0,1000,0
slowbro,wartortle,10.986,1000,0,0
geodude,slowbro,2.95,0,1000,0
seaking,slowbro,14.031,0,1000,0
nidoran-m,slowbro,3.267,0,1000,0
rattata,slowbro,2.954,0,1000,0
moltres,slowbro,11.086,541,459,0
hitmonchan,slowbro,6.794,3,997,0
clefairy,slowbro,9.149,0,1000,0
pidgeotto,slowbro,7.0,0,1000,0
jynx,slowbro,13.353,2,998,0
mankey,slowbro,3.121,0,1000,0
slowbro,starmie,18.669,1000,0,0
drowzee,slowbro,13.243,0,1000,0
gloom,slowbro,5.362,414,586,0
magneton,slowbro,7.879,19,981,0
slowbro,venonat,4.991,1000,0,0
dratini,slowbro,5.141,0,1000,0
scyther,slowbro,11.388,1,999,0
golduck,slowbro,14.493,5,995,0
slowbro,vaporeon,23.799,802,198,0
caterpie,slowbro,2.854,0,1000,0
beedrill,slowbro,6.015,137,863,0
marowak,slowbro,8.405,1,999,0
rhyhorn,slowbro,4.249,0,1000,0
gengar,slowbro,6.885,0,1000,0
seadra,slowbro,6.888,0,1000,0
flareon,slowbro,10.673,0,1000,0
slowbro,staryu,4.613,1000,0,0
sandshrew,slowbro,3.322,0,1000,0
omanyte,slowbro,5.295,0,1000,0
horsea,slowbro,3.045,0,1000,0
butterfree,slowbro,9.097,0,1000,0
diglett,slowbro,1.497,0,1000,0
slowbro,tentacruel,11.33,1000,0,0
ekans,slowbro,3.164,0,1000,0
exeggutor,slowbro,24.52,442,558,0
rapidash,slowbro,8.758,0,1000,0
muk,slowbro,12.223,5,995,0
jigglypuff,slowbro,6.22,0,1000,0
slowbro,tangela,7.504,1000,0,0
bellsprout,slowbro,3.191,0,1000,0
onix,slowbro,3.252,0,1000,0
graveler,tauros,8.975,999,1,0
seel,tauros,7.208,0,1000,0
dragonite,tauros,12.349,608,392,0
kabuto,tauros,10.844,73,927,0
raichu,tauros,6.777,4,996,0
mewtwo,tauros,6.367,1000,0,0
poliwag,tauros,3.556,0,1000,0
snorlax,tauros,7.786,998,2,0
dugtrio,tauros,4.012,4,996,0
nidoking,tauros,11.314,72,928,0
dodrio,tauros,8.027,150,850,0
gastly,tauros,27.033,1000,0,0
kingler,tauros,8.715,632,368,0
tauros,vulpix,3.386,1000,0,0
tauros,victreebel,9.549,860,140,0
slowpoke,tauros,11.151,2,998,0
alakazam,tauros,4.741,359,641,0
nidoran-f,tauros,6.143,0,1000,0
fearow,tauros,8.221,48,952,0
spearow,tauros,2.948,0,1000,0
ponyta,tauros,5.69,0,1000,0
tauros,tentacool,3.309,1000,0,0
paras,tauros,4.194,0,1000,0
doduo,tauros,3.616,0,1000,0
primeape,tauros,7.035,253,747,0
arbok,tauros,8.291,0,1000,0
parasect,tauros,8.956,42,958,0
hitmonlee,tauros,3.805,710,290,0
cloyster,tauros,12.401,581,419,0
squirtle,tauros,5.952,1,999,0
magmar,tauros,7.224,147,853,0
tauros,wartortle,8.704,967,33,0
geodude,tauros,10.404,893,107,0
seaking,tauros,9.903,37,963,0
nidoran-m,tauros,4.05,0,1000,0
rattata,tauros,2.589,0,1000,0
moltres,tauros,7.956,945,55,0
hitmonchan,tauros,7.611,1,999,0
clefairy,tauros,6.825,0,1000,0
pidgeotto,tauros,6.989,0,1000,0
jynx,tauros,4.999,25,975,0
mankey,tauros,3.34,3,997,0
starmie,tauros,9.676,11,989,0
drowzee,tauros,5.688,0,1000,0
gloom,tauros,7.391,356,644,0
magneton,tauros,8.756,17,983,0
tauros,venonat,6.129,1000,0,0
dratini,tauros,4.123,0,1000,0
scyther,tauros,10.168,165,835,0
golduck,tauros,10.234,400,600,0
tauros,vaporeon,12.052,481,519,0
caterpie,tauros,3.661,0,1000,0
beedrill,tauros,5.402,1,999,0
marowak,tauros,11.231,302,698,0
rhyhorn,tauros,19.43,988,12,0
gengar,tauros,20.49,1000,0,0
seadra,tauros,8.345,503,497,0
flareon,tauros,7.554,39,961,0
staryu,tauros,3.762,2,998,0
sandshrew,tauros,8.343,0,1000,0
omanyte,tauros,11.824,539,461,0
horsea,tauros,4.626,4,996,0
butterfree,tauros,6.339,1,999,0
diglett,tauros,1.502,0,1000,0
tauros,tentacruel,9.671,895,105,0
ekans,tauros,3.526,0,1000,0
exeggutor,tauros,14.658,131,869,0
rapidash,tauros,8.794,10,990,0
muk,tauros,13.679,249,751,0
jigglypuff,tauros,5.113,0,1000,0
tangela,tauros,13.176,0,1000,0
bellsprout,tauros,3.953,0,1000,0
onix,tauros,22.163,0,1000,0
graveler,seel,4.956,901,99,0
dragonite,graveler,11.062,282,718,0
graveler,kabuto,3.487,531,469,0
graveler,raichu,4.199,1000,0,0
graveler,mewtwo,3.926,5,995,0
graveler,poliwag,2.237,758,242,0
graveler,snorlax,10.295,282,718,0
dugtrio,graveler,2.967,150,850,0
graveler,nidoking,7.543,1000,0,0
dodrio,graveler,6.566,5,995,0
gastly,graveler,5.136,217,783,0
graveler,kingler,4.427,190,810,0
graveler,vulpix,2.029,1000,0,0
graveler,victreebel,4.072,315,685,0
graveler,slowpoke,6.605,565,435,0
alakazam,graveler,2.632,538,462,0
graveler,nidoran-f,3.691,1000,0,0
fearow,graveler,6.826,1,999,0
graveler,spearow,2.892,1000,0,0
graveler,ponyta,3.248,1000,0,0
graveler,tentacool,2.166,802,198,0
graveler,paras,3.188,1000,0,0
doduo,graveler,2.937,0,1000,0
graveler,primeape,5.701,860,140,0
arbok,graveler,5.012,0,1000,0
graveler,parasect,7.068,990,10,0
graveler,hitmonlee,3.217,534,466,0
cloyster,graveler,5.436,869,131,0
graveler,squirtle,3.464,624,376,0
graveler,magmar,4.131,991,9,0
graveler,wartortle,4.377,387,613,0
geodude,graveler,6.851,208,792,0
graveler,seaking,6.133,646,354,0
graveler,nidoran-m,2.719,1000,0,0
graveler,rattata,2.353,1000,0,0
graveler,moltres,8.64,710,290,0
graveler,hitmonchan,5.943,978,22,0
clefairy,graveler,5.157,0,1000,0
graveler,pidgeotto,5.872,1000,0,0
graveler,jynx,2.896,833,167,0
graveler,mankey,2.667,997,3,0
graveler,starmie,3.116,145,855,0
drowzee,graveler,4.186,3,997,0
gloom,graveler,2.791,839,161,0
graveler,magneton,6.33,1000,0,0
graveler,venonat,4.074,1000,0,0
dratini,graveler,2.972,0,1000,0
graveler,scyther,7.22,998,2,0
golduck,graveler,5.068,665,335,0
graveler,vaporeon,4.291,127,873,0
caterpie,graveler,2.582,0,1000,0
beedrill,graveler,3.664,4,996,0
graveler,marowak,6.999,417,583,0
graveler,rhyhorn,12.941,1000,0,0
gengar,graveler,6.812,558,442,0
graveler,seadra,1.504,0,1000,0
flareon,graveler,4.34,0,1000,0
graveler,staryu,2.139,671,329,0
graveler,sandshrew,6.202,1000,0,0
graveler,omanyte,2.78,236,764,0
graveler,horsea,2.043,422,578,0
butterfree,graveler,4.037,116,884,0
diglett,graveler,1.488,0,1000,0
graveler,tentacruel,4.036,479,521,0
ekans,graveler,2.595,0,1000,0
exeggutor,graveler,12.189,0,1000,0
graveler,rapidash,4.906,1000,0,0
graveler,muk,8.684,1000,0,0
graveler,jigglypuff,3.6,1000,0,0
graveler,tangela,8.834,545,455,0
bellsprout,graveler,2.837,61,939,0
graveler,onix,10.32,1000,0,0
dragonite,seel,9.404,848,152,0
kabuto,seel,13.447,895,105,0
raichu,seel,5.775,1000,0,0
mewtwo,seel,5.394,1000,0,0
poliwag,seel,10.097,0,1000,0
seel,snorlax,4.65,0,1000,0
dugtrio,seel,5.23,621,379,0
nidoking,seel,9.317,987,13,0
dodrio,seel,7.402,867,133,0
gastly,seel,10.222,226,774,0
kingler,seel,7.933,1000,0,0
seel,vulpix,8.578,1000,0,0
seel,victreebel,5.458,33,967,0
seel,slowpoke,18.763,7,993,0
alakazam,seel,5.424,1000,0,0
nidoran-f,seel,11.288,2,998,0
fearow,seel,7.442,947,53,0
seel,spearow,4.227,996,4,0
ponyta,seel,12.307,416,584,0
seel,tentacool,12.063,998,2,0
paras,seel,6.142,54,946,0
doduo,seel,4.609,32,968,0
primeape,seel,7.448,1000,0,0
arbok,seel,15.778,722,278,0
parasect,seel,7.9,961,39,0
hitmonlee,seel,4.216,1000,0,0
cloyster,seel,13.369,1000,0,0
seel,squirtle,17.003,701,299,0
magmar,seel,14.896,919,81,0
seel,wartortle,16.83,60,940,0
geodude,seel,4.917,538,462,0
seaking,seel,10.977,1000,0,0
nidoran-m,seel,8.581,0,1000,0
rattata,seel,5.24,0,1000,0
moltres,seel,5.078,996,4,0
hitmonchan,seel,9.813,969,31,0
clefairy,seel,16.848,30,970,0
pidgeotto,seel,9.868,70,930,0
jynx,seel,13.88,766,234,0
mankey,seel,7.155,262,738,0
seel,starmie,19.889,4,996,0
drowzee,seel,15.296,344,656,0
gloom,seel,5.114,983,17,0
magneton,seel,10.995,904,96,0
seel,venonat,13.633,738,262,0
dratini,seel,6.305,2,998,0
scyther,seel,7.445,993,7,0
golduck,seel,11.699,1000,0,0
seel,vaporeon,15.805,0,1000,0
caterpie,seel,5.826,0,1000,0
beedrill,seel,8.848,946,54,0
marowak,seel,7.92,948,52,0
rhyhorn,seel,8.772,520,480,0
gengar,seel,12.115,1000,0,0
seadra,seel,16.271,965,35,0
flareon,seel,13.741,938,62,0
seel,staryu,10.615,993,7,0
sandshrew,seel,6.627,28,972,0
omanyte,seel,17.323,982,18,0
horsea,seel,8.458,0,1000,0
butterfree,seel,11.047,126,874,0
diglett,seel,1.509,0,1000,0
seel,tentacruel,22.266,60,940,0
ekans,seel,7.693,0,1000,0
exeggutor,seel,9.449,1000,0,0
rapidash,seel,12.224,975,25,0
muk,seel,12.14,1000,0,0
jigglypuff,seel,10.671,628,372,0
seel,tangela,10.043,955,45,0
bellsprout,seel,4.991,234,766,0
onix,seel,7.519,3,997,0
dragonite,kabuto,8.939,999,1,0
dragonite,raichu,9.676,996,4,0
dragonite,mewtwo,10.025,15,985,0
dragonite,poliwag,4.544,1000,0,0
dragonite,snorlax,10.14,0,1000,0
dragonite,dugtrio,5.825,1000,0,0
dragonite,nidoking,13.855,884,116,0
dodrio,dragonite,9.148,134,866,0
dragonite,gastly,30.125,0,1000,0
dragonite,kingler,9.416,909,91,0
dragonite,vulpix,5.501,1000,0,0
dragonite,victreebel,12.887,1000,0,0
dragonite,slowpoke,10.975,1000,0,0
alakazam,dragonite,7.555,312,688,0
dragonite,nidoran-f,6.891,1000,0,0
dragonite,fearow,9.83,899,101,0
dragonite,spearow,3.663,999,1,0
dragonite,ponyta,7.36,1000,0,0
dragonite,tentacool,6.044,1000,0,0
dragonite,paras,5.604,1000,0,0
doduo,dragonite,4.322,0,1000,0
dragonite,primeape,10.063,923,77,0
arbok,dragonite,10.502,0,1000,0
dragonite,parasect,11.231,991,9,0
dragonite,hitmonlee,8.657,924,76,0
cloyster,dragonite,6.99,434,566,0
dragonite,squirtle,7.366,1000,0,0
dragonite,magmar,10.555,998,2,0
dragonite,wartortle,10.979,999,1,0
dragonite,geodude,8.797,773,227,0
dragonite,seaking,13.325,994,6,0
dragonite,nidoran-m,5.178,1000,0,0
dragonite,rattata,3.594,1000,0,0
dragonite,moltres,10.556,171,829,0
dragonite,hitmonchan,9.359,759,241,0
clefairy,dragonite,9.52,0,1000,0
dragonite,pidgeotto,8.384,999,1,0
dragonite,jynx,6.581,572,428,0
dragonite,mankey,4.537,1000,0,0
dragonite,starmie,12.165,1000,0,0
dragonite,drowzee,8.979,1000,0,0
dragonite,gloom,10.268,1000,0,0
dragonite,magneton,9.539,1000,0,0
dragonite,venonat,8.217,1000,0,0
dragonite,dratini,5.508,1000,0,0
dragonite,scyther,12.181,779,221,0
dragonite,golduck,14.352,976,24,0
dragonite,vaporeon,21.484,909,91,0
caterpie,dragonite,4.709,0,1000,0
beedrill,dragonite,8.819,0,1000,0
dragonite,marowak,12.573,999,1,0
dragonite,rhyhorn,16.366,821,179,0
dragonite,gengar,22.684,0,1000,0
dragonite,seadra,8.893,999,1,0
dragonite,flareon,11.875,996,4,0
dragonite,staryu,4.59,1000,0,0
dragonite,sandshrew,6.077,1000,0,0
dragonite,omanyte,11.939,1000,0,0
dragonite,horsea,4.977,1000,0,0
butterfree,dragonite,9.511,0,1000,0
diglett,dragonite,2.337,0,1000,0
dragonite,tentacruel,15.633,1000,0,0
dragonite,ekans,5.041,1000,0,0
dragonite,exeggutor,16.568,858,142,0
dragonite,rapidash,11.439,994,6,0
dragonite,muk,19.343,802,198,0
dragonite,jigglypuff,6.696,998,2,0
dragonite,tangela,9.668,1000,0,0
bellsprout,dragonite,4.759,0,1000,0
dragonite,onix,12.18,994,6,0
kabuto,raichu,2.398,0,1000,0
